Oxide Data,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.0,Co,"T, K","DGo , Kcal/mol",,,,,,,,,,,,,,,,,,,,,,,,
,2Co + O2 = 2CoO,0,-114.2,,,,,,,,,,,,,,,,,,,,,,,,
,m,1768,-41.5,,,,,,,,,,,,,,,,,,,,,,,,
,M,2078,-27,,,,,,,,,,,,,,,,,,,,,,,,
,,2500,-12,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.0,Cr,"T, K","DGo , Kcal/mol",,,,,,,,,,,,,,,,,,,,,,,,
,4/3Cr +O2 = 2/3Cr2O3,0,-178.5,,,,,,,,,,,,,,,,,,,,,,,,
,m,2176,-90,,,,,,,,,,,,,,,,,,,,,,,,
,b,2495,-77.5,,,,,,,,,,,,,,,,,,,,,,,,
,M,2603,-75.5,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.0,Cr,"T, K","DGo , Kcal/mol",,,,,,,,,,,,,,,,,,,,,,,,
,2Cr2O3 + O2 = 4CrO2 ,0,-26.5,,,,,,,,,,,,,,,,,,,,,,,,
,M,1660,40.95863970588232,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.0,Cs,"T, K","DGo , Kcal/mol",,,,,,,,,,,,,,,,,,,,,,,,
,4Cs + O2 = 2Cs2O,0,-151.8,,,,,,,,,,,,,,,,,,,,,,,,
,m,302,-125,,,,,,,,,,,,,,,,,,,,,,,,
,M,763,-84,,,,,,,,,,,,,,,,,,,,,,,,
,B,915,-73,,,,,,,,,,,,,,,,,,,,,,,,
,b,955,-72,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.0,Cu,"T, K","DGo , Kcal/mol",,,,,,,,,,,,,,,,,,,,,,,,
,4Cu + O2 = 2Cu2O,0,-80,,,,,,,,,,,,,,,,,,,,,,,,
,m,1357,-33,,,,,,,,,,,,,,,,,,,,,,,,
,M,1509,-28,,,,,,,,,,,,,,,,,,,,,,,,
,,2500,-9.5,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.0,Cu,"T, K","DGo , Kcal/mol",,,,,,,,,,,,,,,,,,,,,,,,
,Cu2O + O2 = 2CuO,0,-69,,,,,,,,,,,,,,,,,,,,,,,,
,m,1509,3.841269841269842,,,,,,,,,,,,,,,,,,,,,,,,
,M,1609,7.133198789101918,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.0,Dy,"T, K","DGo , Kcal/mol",,Dy,"T, K","DGo , Kcal/mol",,,,,,,,,,,,,,,,,,,,
,4/3Dy +O2 = 2/3Dy2O3,0,-296.3,,4/3Dy +O2 = 2/3Dy2O3,0,-269.3,,,,,,,,,,,,,,,,,,,,
,m,1680,-220.5,,m,1680,-220.5,,,,,,,,,,,,,,,,,,,,
,M,2681,-175.3358333333333,,,,,,,,,,,,,,,,,,,,,,,,
,b,2840,-168.16190476190474,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.0,Er,"T, K","DGo , Kcal/mol",,Er,"T, K","DGo , Kcal/mol",,,,,,,,,,,,,,,,,,,,
,4/3Er +O2 = 2/3Er2O3,28.67,-299.999,,4/3Er +O2 = 2/3Er2O3,0,-260.1,,,,,,,,,,,,,,,,,,,,
,m,1770,-221.1,,m,1770,-208.7,,,,,,,,,,,,,,,,,,,,
,M,2617,-182.72275214921925,,,,,,,,,,,,,,,,,,,,,,,,
,b,3141,-158.9805114481459,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.0,Eu,"T, K","DGo , Kcal/mol",,Eu,"T, K","DGo , Kcal/mol",,,,,,,,,,,,,,,,,,,,
,2Eu +O2 = 2EuO,0,-290.4,,2Eu + O2 = 2EuO,0,-290.4,,,,,,,,,,,,,,,,,,,,
,m,1090,-245,,m,1090,-245,,,,,,,,,,,,,,,,,,,,
,b,1800,-215.42752293577982,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.0,Eu,"T, K","DGo , Kcal/mol",,Eu,"T, K","DGo , Kcal/mol",,,,,,,,,,,,,,,,,,,,
,4/3Eu +O2 = 2/3Eu2O3,0,-260.1,,4EuO +O2 = 2Eu2O3,0,-199.5,,,,,,,,,,,,,,,,,,,,
,m,1090,-208.7,,,1090,-136.1,,,,,,,,,,,,,,,,,,,,
,b,1800,-175.21926605504584,,,,,,,,,,,,,,,,,,,,,,,,
,M,2623,-136.40990825688067,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.0,Eu,"T, K","DGo , Kcal/mol",,,,,,,,,,,,,,,,,,,,,,,,
,2Eu +O2 = 2EuO,0,-290.4,,,,,,,,,,,,,,,,,,,,,,,,
,m,1090,-245,,,,,,,,,,,,,,,,,,,,,,,,
,b,1800,-215.42752293577982,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.0,Fe,"T, K","DGo , Kcal/mol",,,,,,,,,,,,,,,,,,,,,,,,
,4Fe3O4 + O2 = 6Fe2O3,0,-100,,,,,,,,,,,,,,,,,,,,,,,,
,,1853,2.8999999999999773,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.0,Fe,"T, K","DGo , Kcal/mol",,,,,,,,,,,,,,,,,,,,,,,,
,6FeO + O2 = 2Fe3O4,840,-99,,,,,,,,,,,,,,,,,,,,,,,,
,m,1642,-51.16229961304589,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.0,Fe,"T, K","DGo , Kcal/mol",,,,,,,,,,,,,,,,,,,,,,,,
,2Fe + O2 = 2FeO,840,-99,,,,,,,,,,,,,,,,,,,,,,,,
,M,1642,-75,,,,,,,,,,,,,,,,,,,,,,,,
,m,1809,-71.9,,,,,,,,,,,,,,,,,,,,,,,,
,,2000,-67.9,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.0,Fe,"T, K","DGo , Kcal/mol",,,,,,,,,,,,,,,,,,,,,,,,
,3/2Fe + O2 = 1/2Fe3O4,0,-130.4,,,,,,,,,,,,,,,,,,,,,,,,
,,840,-99,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
32.0,Ga,"T, K","DGo , Kcal/mol",,,,,,,,,,,,,,,,,,,,,,,,
,4/3Ga +O2 = 2/3Ga2O3,0,-172,,,,,,,,,,,,,,,,,,,,,,,,
,m,303,-158,,,,,,,,,,,,,,,,,,,,,,,,
,M,2073,-64,,,,,,,,,,,,,,,,,,,,,,,,
,b,2676,-50,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
33.0,Gd,"T, K","DGo , Kcal/mol",,Gd,"T, K","DGo , Kcal/mol",,,,,,,,,,,,,,,,,,,,
,4/3Gd +O2 = 2/3Gd2O3,0,-288.6,,4/3Gd +O2 = 2/3Gd2O3,0,-288.6,,,,,,,,,,,,,,,,,,,,
,m,1558,-219.7,,m,1558,-219.7,,,,,,,,,,,,,,,,,,,,
,M,2693,-169.5064826700898,,,,,,,,,,,,,,,,,,,,,,,,
,b,3523,-132.8010911424903,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.0,Ge,"T, K","DGo , Kcal/mol",,,,,,,,,,,,,,,,,,,,,,,,
,Ge + O2 = GeO2,0,-129,,,,,,,,,,,,,,,,,,,,,,,,
,m,1210,-73,,,,,,,,,,,,,,,,,,,,,,,,
,M,1389,-64,,,,,,,,,,,,,,,,,,,,,,,,
,,2500,-19,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.0,Ge,"T, K","DGo , Kcal/mol",,,,,,,,,,,,,,,,,,,,,,,,
,2Ge + O2 = 2GeO(g),0,-16,,,,,,,,,,,,,,,,,,,,,,,,
,m,1210,-67.4,,,,,,,,,,,,,,,,,,,,,,,,
,,2000,-85.3,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.0,H,"T, K","DGo , Kcal/mol",,,,,,,,,,,,,,,,,,,,,,,,
,2H2 + O2 = 2H2O,0,-119.3,,,,,,,,,,,,,,,,,,,,,,,,
,,3400,-26.9,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.0,Hf,"T, K","DGo , Kcal/mol",,,,,,,,,,,,,,,,,,,,,,,,
,Hf + O2 = HfO2,0,-265,,,,,,,,,,,,,,,,,,,,,,,,
,m,2495,-152,,,,,,,,,,,,,,,,,,,,,,,,
,M,3013,-115,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.0,Ho,"T, K","DGo , Kcal/mol",,Ho,"T, K","DGo , Kcal/mol",,,,,,,,,,,,,,,,,,,,
,4/3Ho +O2 = 2/3Ho2O3,0,-298.5,,4/3Ho + O2 = 2/3Ho2O3,0,-298.5,,,,,,,,,,,,,,,,,,,,
,m,1734,-220.8,,m,1734,-220.8,,,,,,,,,,,,,,,,,,,,
,M,2688,-178.05155709342563,,,,,,,,,,,,,,,,,,,,,,,,
,b,2993,-164.3846020761246,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
39.0,In,"T, K","DGo , Kcal/mol",,,,,,,,,,,,,,,,,,,,,,,,
,4/3In + O2 = 2/3In2O3,0,-148,,,,,,,,,,,,,,,,,,,,,,,,
,m,429,-127,,,,,,,,,,,,,,,,,,,,,,,,
,M,2183,-41.3,,,,,,,,,,,,,,,,,,,,,,,,
,b,2364,-33,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.0,Ir,"T, K","DGo , Kcal/mol",,,,,,,,,,,,,,,,,,,,,,,,
,2/3Ir + O2 = 2/3IrO3,0,-43,,,,,,,,,,,,,,,,,,,,,,,,
,,1090,-0.0001,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.0,K,"T, K","DGo , Kcal/mol",,,,,,,,,,,,,,,,,,,,,,,,
,4K + O2 = 2K2O,0,-172,,,,,,,,,,,,,,,,,,,,,,,,
,m,336,-151,,,,,,,,,,,,,,,,,,,,,,,,
,M,980,-107,,,,,,,,,,,,,,,,,,,,,,,,
,b,1031,-104,,,,,,,,,,,,,,,,,,,,,,,,
,B,1325,-71,,,,,,,,,,,,,,,,,,,,,,,,
,,2160,-0.001,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.0,La,"T, K","DGo , Kcal/mol",,,,,,,,,,,,,,,,,,,,,,,,
,4/3La + O2 = 2/3La2O3,0,-284.8,,,,,,,,,,,,,,,,,,,,,,,,
,m,1193,-205.7,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
43.0,Li,"T, K","DGo , Kcal/mol",,,,,,,,,,,,,,,,,,,,,,,,
,4Li + O2 = 2Li2O,0,-286,,,,,,,,,,,,,,,,,,,,,,,,
,m,453,-258,,,,,,,,,,,,,,,,,,,,,,,,
,b,1597,-173,,,,,,,,,,,,,,,,,,,,,,,,
,M,2000,-128,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
44.0,Lu,"T, K","DGo , Kcal/mol",,,,,,,,,,,,,,,,,,,,,,,,
,4/3Lu + O2 = 2/3Lu2O3,0,-298.2,,,,,,,,,,,,,,,,,,,,,,,,
,m,1925,-210.8,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.0,Mg,"T, K","DGo , Kcal/mol",,,,,,,,,,,,,,,,,,,,,,,,
,2Mg + O2 = 2MgO,0,-286,,,,,,,,,,,,,,,,,,,,,,,,
,m,923,-240,,,,,,,,,,,,,,,,,,,,,,,,
,b,1376,-214,,,,,,,,,,,,,,,,,,,,,,,,
,M,3125,-52,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.0,Mn,"T, K","DGo , Kcal/mol",,,,,,,,,,,,,,,,,,,,,,,,
,2Mn + O2 = 2MnO,0,-184,,,,,,,,,,,,,,,,,,,,,,,,
,m,1517,-130,,,,,,,,,,,,,,,,,,,,,,,,
,M,2054,-108,,,,,,,,,,,,,,,,,,,,,,,,
,b,2309,-99,,,,,,,,,,,,,,,,,,,,,,,,
,,2500,-89.5,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
47.0,Mn,"T, K","DGo , Kcal/mol",,,,,,,,,,,,,,,,,,,,,,,,
,4MnO + O2 = 2Mn2O3,0,-95.5,,,,,,,,,,,,,,,,,,,,,,,,
,,1517,-19,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
48.0,Mn,"T, K","DGo , Kcal/mol",,,,,,,,,,,,,,,,,,,,,,,,
, 2Mn2O3 + O2 = 4MnO2,0,-36.5,,,,,,,,,,,,,,,,,,,,,,,,
,,1120,43.28378378378375,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
49.0,Na,"T, K","DGo , Kcal/mol",,,,,,,,,,,,,,,,,,,,,,,,
,4Na + O2 = 2Na2O,0,-197,,,,,,,,,,,,,,,,,,,,,,,,
,m,371,-176,,,,,,,,,,,,,,,,,,,,,,,,
,b,1156,-122,,,,,,,,,,,,,,,,,,,,,,,,
,M,1193,-119,,,,,,,,,,,,,,,,,,,,,,,,
,B,1600,-62,,,,,,,,,,,,,,,,,,,,,,,,
,,2250,-0.001,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0,Nb,"T, K","DGo , Kcal/mol",,Nb,"T, K","DGo , Kcal/mol",,Nb,"T, K","DGo , Kcal/mol",,,,,,,,,,,,,,,,
,4NbO2 + O2 = 2Nb2O5,0,-181,,4/5Nb + O2 = 2/5Nb2O5,0,-180.8685577746077,,4NbO2 + O2 = 2Nb2O5,0,-148.64407988587732,,,,,,,,,,,,,,,,
,M,1764,-112,,,298,-168.868,,,298,-137.4,,,,,,,,,,,,,,,,
,,,,,,1700,-112.409,,,1700,-84.5,,,,,,,,,,,,,,,,
,,,,,M,1786,-108.94575178316691,,M,1764,-82.0851640513552,,,,,,,,,,,,,,,,
,,,,,,1800,-108.65,,,,,,,,,,,,,,,,,,,,
,,,,,,2700,-80.664,,,,,,,,,,,,,,,,,,,,
,,,,,m,2748,-79.17141333333333,,,,,,,,,,,,,,,,,,,,
51.0,Nb,"T, K","DGo , Kcal/mol",,Nb,"T, K","DGo , Kcal/mol",,Nb,"T, K","DGo , Kcal/mol",,,,,,,,,,,,,,,,
,2NbO + O2 = 2NbO2,0,-188,,Nb + O2 = NbO2,0,-187.75731973355536,,2NbO + O2 = 2NbO2,0,-176.9203996925442,,,,,,,,,,,,,,,,
,m,3043,-79,,,298,-176.724,,,298,-166.03,,,,,,,,,,,,,,,,
,M,3188,-73.9,,,2700,-87.791,,,2900,-70.94,,,,,,,,,,,,,,,,
,,,,,M,2177,-107.1548463780183,,m,3043,-65.71406994619524,,,,,,,,,,,,,,,,
,,,,,,2200,-100.98,,,,,,,,,,,,,,,,,,,,
,,,,,,2700,-87.792,,,,,,,,,,,,,,,,,,,,
,,,,,m,2748,-86.525952,,,,,,,,,,,,,,,,,,,,
52.0,Nb,"T, K","DGo , Kcal/mol",,Nb,"T, K","DGo , Kcal/mol",,Nb,"T, K","DGo , Kcal/mol",,,,,,,,,,,,,,,,
,2Nb + O2 = 2NbO,0,-192,,2Nb + O2 = 2NbO,0,-199.74859095688748,,2Nb + O2 = 2NbO,0,-199.75206098843321,,,,,,,,,,,,,,,,
,M,2218,-108,,,298,-187.417,,,298,-187.42,,,,,,,,,,,,,,,,
,m,3043,-77,,,2200,-108.71,,,2200,-108.71,,,,,,,,,,,,,,,,
,,,,,M,2211,-108.25480704521556,,M,2211,-108.25478969505782,,,,,,,,,,,,,,,,
,,,,,,2300,-106.462,,,2300,-106.46,,,,,,,,,,,,,,,,
,,,,,,2700,-98.325,,,2900,-93.51,,,,,,,,,,,,,,,,
,,,,,m,2748,-77,,m,3043,-90.42358333333334,,,,,,,,,,,,,,,,
53.0,Nd,"T, K","DGo , Kcal/mol",,,,,,,,,,,,,,,,,,,,,,,,
,4/3Nd +O2 = 2/3Nd2O3,0,-287.3,,,,,,,,,,,,,,,,,,,,,,,,
,m,1297,-228.9,,,,,,,,,,,,,,,,,,,,,,,,
,M,2496,-174.91264456437932,,,,,,,,,,,,,,,,,,,,,,,,
,b,3373,-135.4239784117193,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
54.0,Ni,"T, K","DGo , Kcal/mol",,,,,,,,,,,,,,,,,,,,,,,,
,2Ni + O2 = 2NiO,0,-114,,,,,,,,,,,,,,,,,,,,,,,,
,m,1725,-44.5,,,,,,,,,,,,,,,,,,,,,,,,
,M,2257,-24.5,,,,,,,,,,,,,,,,,,,,,,,,
,,2500,-15,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.0,Os,"T, K","DGo , Kcal/mol",,,,,,,,,,,,,,,,,,,,,,,,
,Os + O2 = OsO2,0,-62,,,,,,,,,,,,,,,,,,,,,,,,
,,923,-23,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
56.0,P,"T, K","DGo , Kcal/mol",,,,,,,,,,,,,,,,,,,,,,,,
,4/5P + O2 = 2/5P2O5,0,-142,,,,,,,,,,,,,,,,,,,,,,,,
,M,631,-95,,,,,,,,,,,,,,,,,,,,,,,,
,b,704,-93,,,,,,,,,,,,,,,,,,,,,,,,
,,2500,42,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
57.0,Pb,"T, K","DGo , Kcal/mol",,,,,,,,,,,,,,,,,,,,,,,,
,2Pb + O2 = 2PbO,0,-104,,,,,,,,,,,,,,,,,,,,,,,,
,m,762,-69,,,,,,,,,,,,,,,,,,,,,,,,
,M,1159,-52,,,,,,,,,,,,,,,,,,,,,,,,
,B,1745,-29,,,,,,,,,,,,,,,,,,,,,,,,
,b,2016,-35,,,,,,,,,,,,,,,,,,,,,,,,
,,2500,-24,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
58.0,Pr,"T, K","DGo , Kcal/mol",,,,,,,,,,,,,,,,,,,,,,,,
,PrO1.83,0,-246.9,,,,,,,,,,,,,,,,,,,,,,,,
,m,1208,-194.6,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
59.0,Pr,"T, K","DGo , Kcal/mol",,Pr,"T, K","DGo , Kcal/mol",,,,,,,,,,,,,,,,,,,,
,4/3Pr +O2 = 2/3Pr2O3,0,-289.4,,4/3Pr + O2 = 2/3Pr2O3,0,-289.4,,,,,,,,,,,,,,,,,,,,
,m,1208,-236.1,,m,1208,-236.1,,,,,,,,,,,,,,,,,,,,
,M,2456,-181.03509933774836,,,,,,,,,,,,,,,,,,,,,,,,
,b,3563,-132.19147350993381,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
60.0,Pt,"T, K","DGo , Kcal/mol",,,,,,,,,,,,,,,,,,,,,,,,
,3/2Pt + O2 = 1/2Pt3O4,0,-32,,,,,,,,,,,,,,,,,,,,,,,,
,,734,-0.001,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
61.0,Pu,"T, K","DGo , Kcal/mol",,,,,,,,,,,,,,,,,,,,,,,,
,4/3Pu + O2 = 2/3Pu2O3,0,-258,,,,,,,,,,,,,,,,,,,,,,,,
,m,913,-222,,,,,,,,,,,,,,,,,,,,,,,,
,M,1880,-185,,,,,,,,,,,,,,,,,,,,,,,,
,,2500,-175,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
62.0,Rb,"T, K","DGo , Kcal/mol",,,,,,,,,,,,,,,,,,,,,,,,
,4Rb + O2 = 2Rb2O,0,-157.8,,,,,,,,,,,,,,,,,,,,,,,,
,m,312,-138,,,,,,,,,,,,,,,,,,,,,,,,
,M,910,-96,,,,,,,,,,,,,,,,,,,,,,,,
,b,952,-95,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
